index,Age,Gender,Formal_Education,Years_Coding,Salary
4628,27.0,Female,3.0,2.0,27499.5
4642,23.0,Female,3.0,2.0,22499.5
4652,37.0,Female,3.0,2.0,137499.5
4665,32.0,Female,3.0,10.0,34999.5
4679,27.0,Female,0.0,2.0,1499.5
4692,37.0,Female,3.0,5.0,6249.5
4697,32.0,Female,3.0,5.0,22499.5
4698,32.0,Female,1.0,5.0,94999.5
4700,27.0,Female,3.0,5.0,94999.5
4731,27.0,Female,3.0,5.0,112499.5
4740,27.0,Female,1.0,10.0,34999.5
4745,32.0,Female,3.0,5.0,112499.5
4750,32.0,Female,3.0,5.0,94999.5
4757,27.0,Female,1.0,5.0,2499.5
4759,32.0,Female,0.0,2.0,44999.5
4772,32.0,Female,0.0,2.0,54999.5
4778,27.0,Female,3.0,10.0,112499.5
4789,32.0,Female,3.0,10.0,112499.5
4801,27.0,Female,3.0,2.0,8749.5
4803,37.0,Female,1.0,5.0,74999.5
4819,37.0,Female,1.0,5.0,64999.5
4820,47.0,Female,3.0,0.0,64999.5
4829,37.0,Female,0.0,2.0,1499.5
4835,32.0,Female,3.0,5.0,74999.5
4836,32.0,Female,3.0,5.0,84999.5
4838,42.0,Female,1.0,20.0,94999.5
4844,27.0,Female,3.0,2.0,44999.5
4850,47.0,Female,3.0,20.0,174999.5
4851,27.0,Female,3.0,5.0,12499.5
4855,32.0,Female,1.0,2.0,3499.5
4869,37.0,Female,3.0,10.0,74999.5
4873,27.0,Female,3.0,5.0,112499.5
4881,27.0,Female,3.0,5.0,112499.5
4883,32.0,Female,1.0,5.0,74999.5
4887,32.0,Female,3.0,5.0,27499.5
4892,47.0,Female,6.0,2.0,112499.5
4897,32.0,Female,3.0,2.0,3499.5
4901,37.0,Female,1.0,2.0,112499.5
4906,32.0,Female,3.0,5.0,12499.5
4910,37.0,Female,1.0,2.0,2499.5
4917,57.0,Female,3.0,2.0,137499.5
4918,27.0,Female,0.0,5.0,112499.5
4923,42.0,Female,0.0,20.0,12499.5
4929,27.0,Female,3.0,2.0,6249.5
4945,42.0,Female,3.0,5.0,74999.5
4951,52.0,Female,1.0,20.0,27499.5
4955,37.0,Female,3.0,20.0,94999.5
4961,32.0,Female,3.0,20.0,174999.5
4968,27.0,Female,0.0,5.0,27499.5
4970,42.0,Female,3.0,2.0,74999.5
4977,27.0,Female,3.0,10.0,54999.5
4987,32.0,Female,0.0,10.0,17499.5
4998,47.0,Female,3.0,20.0,74999.5
5000,42.0,Female,3.0,20.0,174999.5
5006,42.0,Female,2.0,20.0,22499.5
5007,52.0,Female,0.0,0.0,174999.5
5009,57.0,Female,3.0,10.0,112499.5
5013,47.0,Female,3.0,0.0,84999.5
5014,27.0,Female,3.0,10.0,74999.5
5018,52.0,Female,1.0,20.0,84999.5
5021,27.0,Female,1.0,10.0,54999.5
5031,52.0,Female,1.0,5.0,2499.5
5034,27.0,Female,3.0,2.0,6249.5
5044,37.0,Female,3.0,10.0,137499.5
5072,52.0,Female,0.0,5.0,6249.5
5093,27.0,Female,3.0,2.0,44999.5
5094,37.0,Female,1.0,10.0,112499.5
5095,23.0,Female,4.0,5.0,6249.5
5109,47.0,Female,3.0,2.0,112499.5
5121,23.0,Female,0.0,5.0,1499.5
5124,47.0,Female,3.0,20.0,174999.5
5128,32.0,Female,3.0,20.0,112499.5
5129,42.0,Female,0.0,2.0,74999.5
5130,57.0,Female,1.0,10.0,94999.5
5134,37.0,Female,1.0,5.0,224999.5
5139,19.5,Female,0.0,0.0,8749.5
5183,47.0,Female,1.0,20.0,137499.5
5187,37.0,Female,3.0,0.0,400000.0
5200,32.0,Female,3.0,5.0,84999.5
5202,52.0,Female,1.0,5.0,54999.5
5230,42.0,Female,1.0,20.0,174999.5
5233,42.0,Female,0.0,2.0,84999.5
5237,47.0,Female,3.0,5.0,27499.5
5247,27.0,Female,3.0,2.0,112499.5
5253,47.0,Female,6.0,0.0,4499.5
5254,27.0,Female,0.0,5.0,22499.5
5258,37.0,Female,1.0,10.0,44999.5
5261,32.0,Female,3.0,10.0,112499.5
5276,23.0,Female,3.0,2.0,4499.5
5285,27.0,Female,3.0,5.0,64999.5
5289,32.0,Female,3.0,10.0,34999.5
5291,37.0,Female,3.0,20.0,224999.5
5295,27.0,Female,3.0,2.0,2499.5
5308,47.0,Female,1.0,5.0,84999.5
5313,32.0,Female,1.0,5.0,34999.5
5321,42.0,Female,5.0,2.0,4499.5
5327,42.0,Female,0.0,5.0,2499.5
5333,37.0,Female,3.0,2.0,17499.5
5336,32.0,Female,1.0,10.0,44999.5
5346,27.0,Female,0.0,10.0,12499.5
5357,27.0,Female,3.0,2.0,12499.5
5361,27.0,Female,1.0,5.0,1499.5
5369,37.0,Female,0.0,10.0,54999.5
5381,32.0,Female,3.0,5.0,84999.5
5386,27.0,Female,1.0,10.0,34999.5
5390,42.0,Female,1.0,0.0,94999.5
5392,52.0,Female,5.0,5.0,12499.5
5403,47.0,Female,5.0,5.0,22499.5
5424,32.0,Female,3.0,5.0,8749.5
5453,37.0,Female,3.0,10.0,44999.5
5464,32.0,Female,3.0,5.0,34999.5
5467,32.0,Female,1.0,2.0,1499.5
5468,23.0,Female,0.0,5.0,27499.5
5470,32.0,Female,3.0,0.0,3499.5
5473,23.0,Female,0.0,2.0,54999.5
5489,27.0,Female,3.0,0.0,12499.5
5490,27.0,Female,1.0,5.0,34999.5
5496,57.0,Female,0.0,0.0,84999.5
5505,27.0,Female,2.0,2.0,3499.5
5509,27.0,Female,0.0,5.0,1499.5
5515,23.0,Female,0.0,2.0,6249.5
5516,27.0,Female,3.0,5.0,2499.5
5522,27.0,Female,0.0,0.0,1499.5
5531,27.0,Female,3.0,5.0,44999.5
5552,27.0,Female,3.0,5.0,44999.5
5563,32.0,Female,1.0,10.0,1499.5
5569,23.0,Female,0.0,5.0,22499.5
5573,47.0,Female,5.0,5.0,54999.5
5581,37.0,Female,3.0,2.0,137499.5
5582,27.0,Female,5.0,2.0,8749.5
5583,32.0,Female,3.0,2.0,34999.5
5585,23.0,Female,5.0,20.0,2499.5
5589,23.0,Female,3.0,5.0,2499.5
5590,27.0,Female,3.0,10.0,12499.5
5606,23.0,Female,5.0,2.0,2499.5
5616,23.0,Female,0.0,2.0,1499.5
5631,27.0,Female,0.0,5.0,34999.5
5640,52.0,Female,1.0,20.0,54999.5
5651,37.0,Female,3.0,2.0,12499.5
5657,27.0,Female,0.0,0.0,22499.5
5668,32.0,Female,1.0,0.0,12499.5
5703,37.0,Female,0.0,2.0,1499.5
5705,32.0,Female,3.0,5.0,12499.5
5711,42.0,Female,3.0,2.0,27499.5
5727,27.0,Female,3.0,10.0,27499.5
5735,27.0,Female,3.0,2.0,54999.5
5738,47.0,Female,0.0,10.0,54999.5
5756,27.0,Female,3.0,2.0,12499.5
5762,27.0,Female,3.0,5.0,44999.5
5768,32.0,Female,3.0,5.0,17499.5
5772,32.0,Female,5.0,2.0,17499.5
5783,32.0,Female,1.0,5.0,1499.5
5784,27.0,Female,0.0,2.0,44999.5
5785,32.0,Female,5.0,2.0,6249.5
5789,37.0,Female,3.0,5.0,22499.5
5791,27.0,Female,1.0,5.0,54999.5
5799,27.0,Female,3.0,5.0,34999.5
5804,23.0,Female,0.0,5.0,27499.5
5809,32.0,Female,1.0,2.0,27499.5
5816,23.0,Female,3.0,2.0,12499.5
5825,57.0,Female,0.0,0.0,112499.5
5830,32.0,Female,3.0,5.0,1499.5
5831,32.0,Female,1.0,5.0,112499.5
5843,32.0,Female,3.0,5.0,17499.5
5846,42.0,Female,0.0,0.0,34999.5
5848,52.0,Female,3.0,5.0,94999.5
5865,37.0,Female,1.0,2.0,44999.5
5872,27.0,Female,6.0,2.0,12499.5
5873,32.0,Female,0.0,2.0,17499.5
5886,23.0,Female,3.0,5.0,44999.5
5890,37.0,Female,3.0,0.0,1499.5
5896,27.0,Female,0.0,5.0,1499.5
5901,27.0,Female,1.0,5.0,1499.5
5915,27.0,Female,3.0,5.0,54999.5
5917,32.0,Female,1.0,5.0,12499.5
5919,32.0,Female,3.0,2.0,1499.5
5922,32.0,Female,5.0,10.0,64999.5
5924,47.0,Female,0.0,0.0,1499.5
5929,27.0,Female,1.0,2.0,27499.5
5930,23.0,Female,5.0,2.0,2499.5
5940,42.0,Female,3.0,0.0,2499.5
5943,27.0,Female,3.0,5.0,44999.5
5950,52.0,Female,1.0,5.0,17499.5
5951,32.0,Female,3.0,2.0,8749.5
5969,37.0,Female,3.0,2.0,1499.5
5973,32.0,Female,3.0,10.0,174999.5
5977,47.0,Female,5.0,20.0,2499.5
5978,23.0,Female,3.0,5.0,64999.5
5981,37.0,Female,1.0,20.0,6249.5
5994,47.0,Female,5.0,20.0,27499.5
5996,42.0,Female,3.0,20.0,174999.5
6007,27.0,Female,3.0,10.0,34999.5
6027,27.0,Female,3.0,5.0,64999.5
6032,64.5,Female,3.0,0.0,137499.5
6050,42.0,Female,3.0,2.0,44999.5
6051,32.0,Female,3.0,10.0,74999.5
6063,37.0,Female,3.0,2.0,3499.5
6076,23.0,Female,0.0,2.0,17499.5
6081,42.0,Female,3.0,5.0,44999.5
6097,32.0,Female,3.0,5.0,27499.5
6109,23.0,Female,0.0,5.0,1499.5
6113,23.0,Female,0.0,2.0,74999.5
6119,23.0,Female,3.0,5.0,17499.5
6124,47.0,Female,1.0,20.0,44999.5
6129,32.0,Female,1.0,20.0,174999.5
6134,52.0,Female,1.0,20.0,12499.5
6139,42.0,Female,1.0,2.0,27499.5
6143,27.0,Female,3.0,5.0,27499.5
6163,37.0,Female,1.0,10.0,64999.5
6170,47.0,Female,3.0,2.0,54999.5
6171,42.0,Female,3.0,2.0,17499.5
6196,27.0,Female,3.0,5.0,1499.5
6198,32.0,Female,3.0,10.0,17499.5
6212,27.0,Female,3.0,20.0,174999.5
6230,27.0,Female,3.0,5.0,112499.5
6234,42.0,Female,1.0,5.0,1499.5
6238,42.0,Female,3.0,20.0,74999.5
6247,47.0,Female,1.0,20.0,74999.5
6258,27.0,Female,3.0,2.0,8749.5
6259,27.0,Female,3.0,5.0,54999.5
6270,27.0,Female,0.0,2.0,54999.5
6279,23.0,Female,3.0,2.0,1499.5
6282,37.0,Female,1.0,20.0,84999.5
6287,27.0,Female,0.0,2.0,54999.5
6293,32.0,Female,0.0,5.0,74999.5
6294,27.0,Female,3.0,5.0,74999.5
6306,32.0,Female,0.0,2.0,2499.5
6309,19.5,Female,0.0,2.0,3499.5
6337,27.0,Female,6.0,2.0,3499.5
6338,27.0,Female,3.0,2.0,44999.5
6350,32.0,Female,3.0,5.0,54999.5
6361,57.0,Female,1.0,20.0,137499.5
6366,52.0,Female,6.0,0.0,17499.5
6383,27.0,Female,0.0,5.0,12499.5
6384,27.0,Female,3.0,5.0,74999.5
6392,37.0,Female,1.0,20.0,400000.0
6393,42.0,Female,3.0,2.0,34999.5
6408,23.0,Female,0.0,5.0,44999.5
6416,37.0,Female,3.0,20.0,137499.5
6420,27.0,Female,3.0,2.0,2499.5
6426,42.0,Female,3.0,0.0,112499.5
6433,32.0,Female,3.0,10.0,112499.5
6437,32.0,Female,3.0,2.0,84999.5
6439,32.0,Female,3.0,5.0,64999.5
6444,27.0,Female,1.0,2.0,1499.5
6452,27.0,Female,3.0,2.0,6249.5
6459,27.0,Female,3.0,10.0,34999.5
6462,27.0,Female,0.0,2.0,2499.5
6468,32.0,Female,3.0,5.0,94999.5
6474,32.0,Female,3.0,5.0,1499.5
6481,27.0,Female,3.0,10.0,112499.5
6485,42.0,Female,1.0,10.0,27499.5
6491,47.0,Female,1.0,20.0,174999.5
6494,37.0,Female,5.0,2.0,12499.5
6496,32.0,Female,3.0,5.0,64999.5
6500,23.0,Female,3.0,5.0,8749.5
6518,27.0,Female,0.0,0.0,6249.5
6521,27.0,Female,4.0,2.0,44999.5
6537,32.0,Female,3.0,2.0,1499.5
6541,27.0,Female,3.0,0.0,44999.5
6553,42.0,Female,1.0,10.0,34999.5
6572,37.0,Female,3.0,20.0,22499.5
6585,37.0,Female,1.0,20.0,44999.5
6588,37.0,Female,3.0,10.0,74999.5
6593,32.0,Female,3.0,2.0,54999.5
6600,42.0,Female,3.0,10.0,84999.5
6606,23.0,Female,1.0,5.0,34999.5
6610,27.0,Female,3.0,2.0,8749.5
6614,23.0,Female,0.0,2.0,44999.5
6623,23.0,Female,3.0,2.0,12499.5
6624,27.0,Female,1.0,2.0,2499.5
6630,37.0,Female,1.0,20.0,64999.5
6666,32.0,Female,1.0,10.0,17499.5
6667,42.0,Female,3.0,2.0,64999.5
6675,27.0,Female,0.0,5.0,12499.5
6684,37.0,Female,0.0,10.0,34999.5
6696,47.0,Female,3.0,5.0,12499.5
6701,32.0,Female,3.0,10.0,1499.5
6710,47.0,Female,0.0,10.0,12499.5
6713,27.0,Female,3.0,2.0,44999.5
6727,27.0,Female,0.0,5.0,137499.5
6734,37.0,Female,1.0,10.0,74999.5
6739,32.0,Female,3.0,5.0,74999.5
6750,23.0,Female,0.0,5.0,84999.5
6764,27.0,Female,0.0,5.0,174999.5
6766,37.0,Female,1.0,5.0,17499.5
6768,37.0,Female,3.0,20.0,54999.5
6778,27.0,Female,3.0,5.0,64999.5
6784,52.0,Female,1.0,20.0,112499.5
6794,23.0,Female,1.0,2.0,1499.5
6804,42.0,Female,1.0,2.0,22499.5
6809,27.0,Female,0.0,5.0,4499.5
6825,27.0,Female,3.0,5.0,22499.5
6841,27.0,Female,0.0,2.0,3499.5
6891,32.0,Female,3.0,2.0,34999.5
6893,32.0,Female,1.0,2.0,1499.5
6895,27.0,Female,3.0,10.0,112499.5
6896,37.0,Female,3.0,5.0,112499.5
6899,32.0,Female,1.0,2.0,54999.5
6900,37.0,Female,3.0,2.0,6249.5
6906,42.0,Female,1.0,20.0,174999.5
6911,32.0,Female,0.0,5.0,64999.5
6913,42.0,Female,1.0,20.0,137499.5
6928,27.0,Female,3.0,5.0,94999.5
6930,32.0,Female,0.0,2.0,64999.5
6933,27.0,Female,3.0,5.0,137499.5
6934,37.0,Female,1.0,2.0,84999.5
6937,47.0,Female,0.0,2.0,44999.5
6947,42.0,Female,1.0,20.0,137499.5
6948,47.0,Female,3.0,20.0,3499.5
6950,23.0,Female,3.0,2.0,1499.5
6951,32.0,Female,5.0,2.0,2499.5
6956,27.0,Female,0.0,5.0,84999.5
6963,37.0,Female,1.0,5.0,34999.5
6966,37.0,Female,3.0,10.0,22499.5
6970,32.0,Female,1.0,20.0,54999.5
6982,42.0,Female,1.0,20.0,1499.5
6985,27.0,Female,3.0,5.0,74999.5
6993,23.0,Female,0.0,2.0,12499.5
7001,37.0,Female,1.0,20.0,84999.5
7004,23.0,Female,0.0,2.0,64999.5
7005,23.0,Female,3.0,5.0,137499.5
7008,42.0,Female,1.0,20.0,137499.5
7041,47.0,Female,3.0,20.0,137499.5
7057,32.0,Female,1.0,10.0,137499.5
7064,27.0,Female,0.0,2.0,1499.5
7076,27.0,Female,3.0,5.0,64999.5
7082,32.0,Female,0.0,2.0,64999.5
7095,27.0,Female,3.0,5.0,74999.5
7104,27.0,Female,3.0,2.0,17499.5
7118,27.0,Female,3.0,2.0,34999.5
7124,23.0,Female,0.0,2.0,8749.5
7142,37.0,Female,0.0,0.0,34999.5
7156,23.0,Female,1.0,0.0,4499.5
7159,32.0,Female,3.0,10.0,54999.5
7174,27.0,Female,0.0,2.0,6249.5
7181,47.0,Female,2.0,10.0,34999.5
7184,27.0,Female,1.0,0.0,1499.5
7185,37.0,Female,3.0,2.0,54999.5
7189,42.0,Female,1.0,20.0,112499.5
7202,32.0,Female,3.0,10.0,74999.5
7206,27.0,Female,3.0,2.0,54999.5
7216,52.0,Female,3.0,20.0,1499.5
7217,27.0,Female,3.0,10.0,174999.5
7229,37.0,Female,1.0,10.0,112499.5
7233,32.0,Female,5.0,5.0,22499.5
7235,32.0,Female,3.0,2.0,12499.5
7258,27.0,Female,3.0,2.0,44999.5
7270,27.0,Female,3.0,10.0,27499.5
7275,47.0,Female,1.0,5.0,6249.5
7284,23.0,Female,0.0,2.0,8749.5
7286,42.0,Female,5.0,0.0,2499.5
7292,27.0,Female,3.0,2.0,8749.5
7318,19.5,Female,0.0,0.0,2499.5
7320,27.0,Female,3.0,2.0,6249.5
7329,23.0,Female,0.0,2.0,6249.5
7346,52.0,Female,1.0,20.0,54999.5
7353,47.0,Female,3.0,10.0,137499.5
7361,27.0,Female,3.0,5.0,3499.5
7378,27.0,Female,1.0,2.0,1499.5
7411,27.0,Female,3.0,5.0,27499.5
7416,23.0,Female,3.0,5.0,8749.5
7440,23.0,Female,3.0,2.0,27499.5
7447,27.0,Female,3.0,2.0,64999.5
7471,27.0,Female,3.0,5.0,54999.5
7472,47.0,Female,1.0,5.0,44999.5
7477,19.5,Female,0.0,2.0,12499.5
7480,27.0,Female,3.0,2.0,12499.5
7501,32.0,Female,3.0,2.0,1499.5
7520,32.0,Female,0.0,0.0,4499.5
7533,52.0,Female,1.0,20.0,6249.5
7537,19.5,Female,6.0,5.0,6249.5
7540,32.0,Female,3.0,2.0,74999.5
7546,37.0,Female,1.0,2.0,54999.5
7561,23.0,Female,5.0,0.0,8749.5
7568,47.0,Female,1.0,5.0,44999.5
7576,32.0,Female,0.0,0.0,22499.5
7578,42.0,Female,3.0,2.0,112499.5
7579,47.0,Female,1.0,10.0,12499.5
7588,32.0,Female,3.0,10.0,84999.5
7591,23.0,Female,3.0,5.0,64999.5
7594,27.0,Female,3.0,5.0,74999.5
7604,42.0,Female,1.0,20.0,6249.5
7616,32.0,Female,3.0,20.0,112499.5
7624,42.0,Female,1.0,10.0,44999.5
7635,52.0,Female,3.0,20.0,112499.5
7651,27.0,Female,3.0,5.0,84999.5
7669,57.0,Female,0.0,2.0,84999.5
7671,27.0,Female,0.0,2.0,12499.5
7684,37.0,Female,3.0,2.0,17499.5
7686,27.0,Female,3.0,2.0,17499.5
7692,23.0,Female,3.0,5.0,12499.5
7695,42.0,Female,1.0,2.0,17499.5
7699,32.0,Female,0.0,2.0,1499.5
7701,27.0,Female,0.0,2.0,3499.5
7703,37.0,Female,0.0,10.0,44999.5
7705,37.0,Female,3.0,2.0,12499.5
7716,27.0,Female,3.0,5.0,17499.5
7726,23.0,Female,3.0,2.0,6249.5
7727,37.0,Female,1.0,10.0,44999.5
7739,27.0,Female,3.0,2.0,8749.5
7741,27.0,Female,3.0,2.0,84999.5
7754,47.0,Female,5.0,0.0,84999.5
7756,23.0,Female,3.0,5.0,12499.5
7760,23.0,Female,0.0,5.0,3499.5
7766,27.0,Female,0.0,5.0,17499.5
7780,52.0,Female,3.0,20.0,112499.5
7800,27.0,Female,0.0,2.0,8749.5
7810,23.0,Female,3.0,2.0,17499.5
7814,23.0,Female,3.0,5.0,3499.5
7857,32.0,Female,0.0,0.0,44999.5
7870,32.0,Female,3.0,5.0,1499.5
7891,27.0,Female,3.0,10.0,174999.5
7893,27.0,Female,0.0,5.0,8749.5
7910,23.0,Female,3.0,2.0,6249.5
7912,27.0,Female,3.0,2.0,34999.5
7917,27.0,Female,1.0,2.0,34999.5
7930,32.0,Female,3.0,0.0,12499.5
7933,27.0,Female,3.0,0.0,4499.5
7938,32.0,Female,3.0,5.0,54999.5
7944,19.5,Female,3.0,2.0,8749.5
7946,27.0,Female,3.0,2.0,22499.5
7956,52.0,Female,3.0,0.0,174999.5
7961,27.0,Female,3.0,2.0,17499.5
7963,27.0,Female,3.0,2.0,22499.5
7980,27.0,Female,0.0,2.0,4499.5
7983,32.0,Female,1.0,10.0,64999.5
7986,19.5,Female,4.0,5.0,2499.5
7987,32.0,Female,1.0,5.0,112499.5
7991,27.0,Female,0.0,2.0,27499.5
7994,32.0,Female,3.0,5.0,112499.5
8004,37.0,Female,0.0,0.0,34999.5
8028,23.0,Female,0.0,2.0,12499.5
8040,27.0,Female,3.0,5.0,12499.5
8044,27.0,Female,3.0,2.0,54999.5
8051,32.0,Female,1.0,10.0,44999.5
8068,27.0,Female,3.0,5.0,54999.5
8081,47.0,Female,3.0,10.0,112499.5
8084,47.0,Female,5.0,5.0,112499.5
8092,27.0,Female,0.0,2.0,54999.5
8093,23.0,Female,3.0,2.0,22499.5
8096,23.0,Female,3.0,2.0,17499.5
8114,32.0,Female,1.0,5.0,2499.5
8116,42.0,Female,3.0,20.0,137499.5
8124,52.0,Female,3.0,2.0,112499.5
8133,23.0,Female,3.0,2.0,8749.5
8134,32.0,Female,0.0,10.0,74999.5
8142,47.0,Female,0.0,20.0,74999.5
8143,37.0,Female,1.0,10.0,64999.5
8146,32.0,Female,3.0,2.0,6249.5
8155,27.0,Female,3.0,2.0,22499.5
8157,32.0,Female,3.0,5.0,12499.5
8164,32.0,Female,1.0,2.0,12499.5
8178,27.0,Female,0.0,5.0,12499.5
8179,32.0,Female,3.0,2.0,4499.5
8189,27.0,Female,3.0,2.0,112499.5
8190,32.0,Female,3.0,5.0,12499.5
8196,32.0,Female,3.0,2.0,12499.5
8200,32.0,Female,1.0,10.0,17499.5
8201,27.0,Female,3.0,2.0,74999.5
8202,32.0,Female,1.0,10.0,4499.5
8208,32.0,Female,1.0,10.0,137499.5
8227,37.0,Female,3.0,20.0,2499.5
8228,27.0,Female,0.0,0.0,12499.5
8242,37.0,Female,3.0,2.0,34999.5
8275,27.0,Female,3.0,2.0,44999.5
8276,32.0,Female,1.0,10.0,64999.5
8282,32.0,Female,3.0,2.0,64999.5
8293,27.0,Female,3.0,5.0,1499.5
8300,52.0,Female,3.0,5.0,44999.5
8302,42.0,Female,3.0,5.0,74999.5
8303,47.0,Female,3.0,5.0,17499.5
8323,47.0,Female,1.0,20.0,8749.5
8338,27.0,Female,3.0,5.0,94999.5
8340,27.0,Female,3.0,2.0,6249.5
8348,23.0,Female,0.0,2.0,44999.5
8350,27.0,Female,3.0,0.0,8749.5
8366,32.0,Female,3.0,0.0,1499.5
8370,32.0,Female,1.0,10.0,74999.5
8374,27.0,Female,3.0,5.0,2499.5
8381,23.0,Female,3.0,2.0,12499.5
8403,32.0,Female,0.0,5.0,6249.5
8409,27.0,Female,3.0,5.0,34999.5
8418,32.0,Female,3.0,2.0,64999.5
8421,23.0,Female,3.0,2.0,1499.5
8426,32.0,Female,3.0,5.0,1499.5
8436,64.5,Female,0.0,0.0,6249.5
8437,23.0,Female,3.0,2.0,8749.5
8447,27.0,Female,3.0,5.0,3499.5
8450,23.0,Female,0.0,2.0,6249.5
8462,23.0,Female,0.0,5.0,84999.5
8466,52.0,Female,3.0,20.0,137499.5
8468,23.0,Female,3.0,2.0,22499.5
8476,32.0,Female,3.0,10.0,174999.5
8482,32.0,Female,1.0,20.0,94999.5
8488,37.0,Female,0.0,10.0,44999.5
8494,47.0,Female,1.0,5.0,2499.5
8513,32.0,Female,3.0,5.0,137499.5
8530,32.0,Female,3.0,20.0,112499.5
8543,19.5,Female,0.0,2.0,17499.5
8545,32.0,Female,3.0,2.0,2499.5
8548,19.5,Female,3.0,5.0,4499.5
8553,47.0,Female,5.0,10.0,17499.5
8561,47.0,Female,3.0,20.0,224999.5
8573,32.0,Female,3.0,5.0,44999.5
8579,23.0,Female,0.0,5.0,74999.5
8580,23.0,Female,2.0,1.0,1499.5
8587,52.0,Female,1.0,20.0,6249.5
8588,27.0,Female,3.0,10.0,137499.5
8590,27.0,Female,3.0,5.0,74999.5
8609,27.0,Female,3.0,10.0,174999.5
8615,19.5,Female,0.0,5.0,2499.5
8620,27.0,Female,3.0,5.0,3499.5
8629,32.0,Female,0.0,2.0,74999.5
8643,27.0,Female,0.0,1.0,6249.5
8663,42.0,Female,5.0,0.0,112499.5
8668,19.5,Female,0.0,5.0,84999.5
8670,27.0,Female,3.0,1.0,12499.5
8672,19.5,Female,0.0,2.0,12499.5
8686,27.0,Female,0.0,1.0,84999.5
8688,37.0,Female,0.0,1.0,44999.5
8689,42.0,Female,1.0,10.0,112499.5
8692,27.0,Female,3.0,10.0,137499.5
8697,27.0,Female,1.0,5.0,27499.5
8704,57.0,Female,0.0,10.0,84999.5
8707,23.0,Female,3.0,2.0,12499.5
8710,47.0,Female,3.0,5.0,137499.5
8712,27.0,Female,3.0,5.0,44999.5
8738,27.0,Female,3.0,1.0,22499.5
8742,47.0,Female,1.0,20.0,112499.5
8748,32.0,Female,1.0,2.0,64999.5
8749,47.0,Female,0.0,20.0,74999.5
8752,32.0,Female,3.0,10.0,12499.5
8753,27.0,Female,0.0,5.0,22499.5
8755,42.0,Female,0.0,2.0,64999.5
8758,42.0,Female,3.0,5.0,137499.5
8771,47.0,Female,5.0,1.0,27499.5
8782,37.0,Female,3.0,5.0,6249.5
8792,27.0,Female,0.0,1.0,94999.5
8798,27.0,Female,0.0,1.0,6249.5
8802,27.0,Female,0.0,1.0,44999.5
8829,32.0,Female,0.0,5.0,1499.5
8834,27.0,Female,3.0,5.0,4499.5
8841,32.0,Female,1.0,10.0,137499.5
8845,42.0,Female,0.0,20.0,54999.5
8846,57.0,Female,3.0,1.0,137499.5
8847,32.0,Female,1.0,10.0,54999.5
8867,27.0,Female,3.0,0.0,3499.5
8873,32.0,Female,1.0,5.0,34999.5
8874,27.0,Female,3.0,5.0,174999.5
8876,27.0,Female,3.0,5.0,12499.5
8884,27.0,Female,5.0,2.0,12499.5
8886,37.0,Female,1.0,20.0,137499.5
8903,37.0,Female,1.0,20.0,44999.5
8914,32.0,Female,1.0,1.0,22499.5
8918,27.0,Female,1.0,10.0,74999.5
8920,27.0,Female,3.0,5.0,112499.5
8923,52.0,Female,1.0,2.0,17499.5
8928,42.0,Female,0.0,5.0,64999.5
8938,32.0,Female,1.0,10.0,54999.5
8942,23.0,Female,3.0,2.0,6249.5
8943,37.0,Female,3.0,10.0,112499.5
8945,23.0,Female,3.0,5.0,27499.5
8946,42.0,Female,3.0,2.0,44999.5
8949,32.0,Female,1.0,10.0,174999.5
8950,23.0,Female,3.0,5.0,44999.5
8954,27.0,Female,3.0,1.0,64999.5
8959,32.0,Female,1.0,1.0,27499.5
8962,32.0,Female,6.0,1.0,74999.5
8980,42.0,Female,3.0,1.0,12499.5
8981,32.0,Female,0.0,10.0,54999.5
8988,52.0,Female,3.0,10.0,44999.5
8990,23.0,Female,3.0,2.0,44999.5
8992,32.0,Female,0.0,2.0,74999.5
9021,23.0,Female,0.0,5.0,12499.5
9031,23.0,Female,2.0,2.0,6249.5
9036,27.0,Female,0.0,2.0,17499.5
9037,27.0,Female,3.0,5.0,22499.5
9062,23.0,Female,3.0,2.0,22499.5
9064,32.0,Female,0.0,2.0,84999.5
9067,23.0,Female,0.0,1.0,2499.5
9071,42.0,Female,3.0,10.0,34999.5
9077,37.0,Female,3.0,20.0,174999.5
9078,23.0,Female,3.0,5.0,74999.5
9089,32.0,Female,3.0,10.0,27499.5
9106,64.5,Female,1.0,20.0,112499.5
9114,52.0,Female,1.0,2.0,1499.5
9119,19.5,Female,3.0,2.0,12499.5
9126,42.0,Female,3.0,20.0,174999.5
9127,32.0,Female,3.0,20.0,54999.5
9132,27.0,Female,3.0,5.0,54999.5
9144,37.0,Female,1.0,5.0,4499.5
9149,19.5,Female,0.0,0.0,6249.5
9154,27.0,Female,3.0,10.0,27499.5
9157,32.0,Female,0.0,10.0,44999.5
9161,27.0,Female,3.0,5.0,44999.5
9168,32.0,Female,0.0,10.0,174999.5
9169,23.0,Female,3.0,1.0,17499.5
9173,27.0,Female,0.0,2.0,22499.5
9174,32.0,Female,3.0,5.0,34999.5
9176,23.0,Female,3.0,1.0,17499.5
9184,37.0,Female,0.0,5.0,137499.5
9190,27.0,Female,3.0,5.0,1499.5
9205,37.0,Female,6.0,2.0,74999.5
9213,32.0,Female,3.0,5.0,137499.5
9228,27.0,Female,3.0,5.0,74999.5
9236,42.0,Female,3.0,1.0,2499.5
